geo_accession,split,species
GSM2793991,TRAIN,HUMAN
GSM2795992,TRAIN,HUMAN
GSM2797294,TRAIN,HUMAN
GSM2800808,TRAIN,HUMAN
GSM2802984,TRAIN,HUMAN
GSM2803379,TRAIN,HUMAN
GSM2805894,TRAIN,HUMAN
GSM2806618,TRAIN,HUMAN
GSM2807044,TRAIN,HUMAN
GSM2807057,TRAIN,HUMAN
GSM2807389,TRAIN,HUMAN
GSM2807432,TRAIN,HUMAN
GSM2807437,TRAIN,HUMAN
GSM2808515,TRAIN,HUMAN
GSM2808576,TRAIN,HUMAN
GSM2809892,TRAIN,HUMAN
GSM2810001,TRAIN,HUMAN
GSM2810103,TRAIN,HUMAN
GSM2817729,TRAIN,HUMAN
GSM2817763,TRAIN,HUMAN
GSM2817775,TRAIN,HUMAN
GSM2817908,TRAIN,HUMAN
GSM2825315,TRAIN,HUMAN
GSM2825326,TRAIN,HUMAN
GSM2825777,TRAIN,HUMAN
GSM2826113,TRAIN,HUMAN
GSM2827181,TRAIN,HUMAN
GSM2827737,TRAIN,HUMAN
GSM2828571,TRAIN,HUMAN
GSM2830007,TRAIN,HUMAN
GSM2830608,TRAIN,HUMAN
GSM2831024,TRAIN,HUMAN
GSM2831927,TRAIN,HUMAN
GSM2832496,TRAIN,HUMAN
GSM2832502,TRAIN,HUMAN
GSM2837063,TRAIN,HUMAN
GSM2837354,TRAIN,HUMAN
GSM2837390,TRAIN,HUMAN
GSM2839750,TRAIN,HUMAN
GSM2840067,TRAIN,HUMAN
GSM2842532,TRAIN,HUMAN
GSM2842596,TRAIN,HUMAN
GSM2842744,TRAIN,HUMAN
GSM2842843,TRAIN,HUMAN
GSM2843004,TRAIN,HUMAN
GSM2843501,TRAIN,HUMAN
GSM2843549,TRAIN,HUMAN
GSM2843566,TRAIN,HUMAN
GSM2845394,TRAIN,HUMAN
GSM2854810,TRAIN,HUMAN
GSM2856405,TRAIN,HUMAN
GSM2856426,TRAIN,HUMAN
GSM2856430,TRAIN,HUMAN
GSM2858960,TRAIN,HUMAN
GSM2859408,TRAIN,HUMAN
GSM2859461,TRAIN,HUMAN
GSM2859510,TRAIN,HUMAN
GSM2859866,TRAIN,HUMAN
GSM2860283,TRAIN,HUMAN
GSM2861336,TRAIN,HUMAN
GSM2861765,TRAIN,HUMAN
GSM2861900,TRAIN,HUMAN
GSM2862306,TRAIN,HUMAN
GSM2863014,TRAIN,HUMAN
GSM2863203,TRAIN,HUMAN
GSM2864767,TRAIN,HUMAN
GSM2865577,TRAIN,HUMAN
GSM2866758,TRAIN,HUMAN
GSM2866781,TRAIN,HUMAN
GSM2871539,TRAIN,HUMAN
GSM2871840,TRAIN,HUMAN
GSM2871939,TRAIN,HUMAN
GSM2872563,TRAIN,HUMAN
GSM2872700,TRAIN,HUMAN
GSM2874000,TRAIN,HUMAN
GSM2874009,TRAIN,HUMAN
GSM2876117,TRAIN,HUMAN
GSM2876339,TRAIN,HUMAN
GSM2877140,TRAIN,HUMAN
GSM2877858,TRAIN,HUMAN
GSM2877874,TRAIN,HUMAN
GSM2878306,TRAIN,HUMAN
GSM2879531,TRAIN,HUMAN
GSM2881394,TRAIN,HUMAN
GSM2882302,TRAIN,HUMAN
GSM2882982,TRAIN,HUMAN
GSM2883058,TRAIN,HUMAN
GSM2883980,TRAIN,HUMAN
GSM2884515,TRAIN,HUMAN
GSM2884542,TRAIN,HUMAN
GSM2886106,TRAIN,HUMAN
GSM2886126,TRAIN,HUMAN
GSM2886132,TRAIN,HUMAN
GSM2886165,TRAIN,HUMAN
GSM2886167,TRAIN,HUMAN
GSM2886206,TRAIN,HUMAN
GSM2886348,TRAIN,HUMAN
GSM2886412,TRAIN,HUMAN
GSM2886440,TRAIN,HUMAN
GSM2886448,TRAIN,HUMAN
GSM2887626,TRAIN,HUMAN
GSM2889087,TRAIN,HUMAN
GSM2894920,TRAIN,HUMAN
GSM2896784,TRAIN,HUMAN
GSM2897195,TRAIN,HUMAN
GSM2897772,TRAIN,HUMAN
GSM2897795,TRAIN,HUMAN
GSM2901816,TRAIN,HUMAN
GSM2902802,TRAIN,HUMAN
GSM2904684,TRAIN,HUMAN
GSM2904685,TRAIN,HUMAN
GSM2904716,TRAIN,HUMAN
GSM2907185,TRAIN,HUMAN
GSM2910941,TRAIN,HUMAN
GSM2912660,TRAIN,HUMAN
GSM2913924,TRAIN,HUMAN
GSM2916258,TRAIN,HUMAN
GSM2928169,TRAIN,HUMAN
GSM2929045,TRAIN,HUMAN
GSM2931437,TRAIN,HUMAN
GSM2931442,TRAIN,HUMAN
GSM2931850,TRAIN,HUMAN
GSM2933039,TRAIN,HUMAN
GSM2934478,TRAIN,HUMAN
GSM2935601,TRAIN,HUMAN
GSM2935603,TRAIN,HUMAN
GSM2936337,TRAIN,HUMAN
GSM2943810,TRAIN,HUMAN
GSM2944717,TRAIN,HUMAN
GSM2944722,TRAIN,HUMAN
GSM2946610,TRAIN,HUMAN
GSM2947137,TRAIN,HUMAN
GSM2947822,TRAIN,HUMAN
GSM2948605,TRAIN,HUMAN
GSM2948719,TRAIN,HUMAN
GSM2967276,TRAIN,HUMAN
GSM2967468,TRAIN,HUMAN
GSM2970733,TRAIN,HUMAN
GSM2970798,TRAIN,HUMAN
GSM2970981,TRAIN,HUMAN
GSM2971177,TRAIN,HUMAN
GSM2971185,TRAIN,HUMAN
GSM2971911,TRAIN,HUMAN
GSM2971913,TRAIN,HUMAN
GSM2971919,TRAIN,HUMAN
GSM2971930,TRAIN,HUMAN
GSM2973919,TRAIN,HUMAN
GSM2975737,TRAIN,HUMAN
GSM2976792,TRAIN,HUMAN
GSM2978725,TRAIN,HUMAN
GSM2980785,TRAIN,HUMAN
GSM2981803,TRAIN,HUMAN
GSM2983849,TRAIN,HUMAN
GSM2987529,TRAIN,HUMAN
GSM2990629,TRAIN,HUMAN
GSM2991702,TRAIN,HUMAN
GSM2991989,TRAIN,HUMAN
GSM2992082,TRAIN,HUMAN
GSM2992123,TRAIN,HUMAN
GSM2994919,TRAIN,HUMAN
GSM3004156,TRAIN,HUMAN
GSM3004163,TRAIN,HUMAN
GSM3004554,TRAIN,HUMAN
GSM3004573,TRAIN,HUMAN
GSM3004589,TRAIN,HUMAN
GSM3004606,TRAIN,HUMAN
GSM3004608,TRAIN,HUMAN
GSM3004628,TRAIN,HUMAN
GSM3004844,TRAIN,HUMAN
GSM3014940,TRAIN,HUMAN
GSM3015472,TRAIN,HUMAN
GSM3015474,TRAIN,HUMAN
GSM3016106,TRAIN,HUMAN
GSM3016991,TRAIN,HUMAN
GSM3017004,TRAIN,HUMAN
GSM3017009,TRAIN,HUMAN
GSM3019214,TRAIN,HUMAN
GSM3019226,TRAIN,HUMAN
GSM3019978,TRAIN,HUMAN
GSM3021399,TRAIN,HUMAN
GSM3022391,TRAIN,HUMAN
GSM3025186,TRAIN,HUMAN
GSM3025235,TRAIN,HUMAN
GSM3025349,TRAIN,HUMAN
GSM3025350,TRAIN,HUMAN
GSM3027206,TRAIN,HUMAN
GSM3029073,TRAIN,HUMAN
GSM3030185,TRAIN,HUMAN
GSM3030249,TRAIN,HUMAN
GSM3030331,TRAIN,HUMAN
GSM3031461,TRAIN,HUMAN
GSM3031479,TRAIN,HUMAN
GSM3031496,TRAIN,HUMAN
GSM3033386,TRAIN,HUMAN
GSM3033416,TRAIN,HUMAN
GSM3034464,TRAIN,HUMAN
GSM3035212,TRAIN,HUMAN
GSM3036676,TRAIN,HUMAN
GSM3036705,TRAIN,HUMAN
GSM3036920,TRAIN,HUMAN
GSM3038432,TRAIN,HUMAN
GSM3039685,TRAIN,HUMAN
GSM3040182,TRAIN,HUMAN
GSM3040920,TRAIN,HUMAN
GSM3043665,TRAIN,HUMAN
GSM3043699,TRAIN,HUMAN
GSM3043723,TRAIN,HUMAN
GSM3043751,TRAIN,HUMAN
GSM3044761,TRAIN,HUMAN
GSM3044794,TRAIN,HUMAN
GSM3044964,TRAIN,HUMAN
GSM3044990,TRAIN,HUMAN
GSM3045219,TRAIN,HUMAN
GSM3045838,TRAIN,HUMAN
GSM3052827,TRAIN,HUMAN
GSM3056397,TRAIN,HUMAN
GSM3056423,TRAIN,HUMAN
GSM3056462,TRAIN,HUMAN
GSM3056497,TRAIN,HUMAN
GSM3056570,TRAIN,HUMAN
GSM3056573,TRAIN,HUMAN
GSM3057249,TRAIN,HUMAN
GSM3057306,TRAIN,HUMAN
GSM3057318,TRAIN,HUMAN
GSM3057814,TRAIN,HUMAN
GSM3058395,TRAIN,HUMAN
GSM3060943,TRAIN,HUMAN
GSM3066078,TRAIN,HUMAN
GSM3067250,TRAIN,HUMAN
GSM3068028,TRAIN,HUMAN
GSM3068406,TRAIN,HUMAN
GSM3068899,TRAIN,HUMAN
GSM3069820,TRAIN,HUMAN
GSM3071308,TRAIN,HUMAN
GSM3074005,TRAIN,HUMAN
GSM3074552,TRAIN,HUMAN
GSM3075906,TRAIN,HUMAN
GSM3081164,TRAIN,HUMAN
GSM3081933,TRAIN,HUMAN
GSM3083465,TRAIN,HUMAN
GSM3083481,TRAIN,HUMAN
GSM3090169,TRAIN,HUMAN
GSM3090959,TRAIN,HUMAN
GSM3091025,TRAIN,HUMAN
GSM3091356,TRAIN,HUMAN
GSM3093011,TRAIN,HUMAN
GSM3095587,TRAIN,HUMAN
GSM3096657,TRAIN,HUMAN
GSM3097094,TRAIN,HUMAN
GSM3097238,TRAIN,HUMAN
GSM3099840,TRAIN,HUMAN
GSM3100235,TRAIN,HUMAN
GSM3100288,TRAIN,HUMAN
GSM3100352,TRAIN,HUMAN
GSM3101043,TRAIN,HUMAN
GSM3101174,TRAIN,HUMAN
GSM3101839,TRAIN,HUMAN
GSM3102407,TRAIN,HUMAN
GSM3102799,TRAIN,HUMAN
GSM3103139,TRAIN,HUMAN
GSM3103949,TRAIN,HUMAN
GSM3106317,TRAIN,HUMAN
GSM3106438,TRAIN,HUMAN
GSM3107854,TRAIN,HUMAN
GSM3109138,TRAIN,HUMAN
GSM3109437,TRAIN,HUMAN
GSM3109637,TRAIN,HUMAN
GSM3110253,TRAIN,HUMAN
GSM3110255,TRAIN,HUMAN
GSM3110730,TRAIN,HUMAN
GSM3110915,TRAIN,HUMAN
GSM3111143,TRAIN,HUMAN
GSM3112584,TRAIN,HUMAN
GSM3113240,TRAIN,HUMAN
GSM3118956,TRAIN,HUMAN
GSM3119113,TRAIN,HUMAN
GSM3119354,TRAIN,HUMAN
GSM3119648,TRAIN,HUMAN
GSM3120999,TRAIN,HUMAN
GSM3121034,TRAIN,HUMAN
GSM3121055,TRAIN,HUMAN
GSM3121059,TRAIN,HUMAN
GSM3122812,TRAIN,HUMAN
GSM3122826,TRAIN,HUMAN
GSM3123159,TRAIN,HUMAN
GSM3123710,TRAIN,HUMAN
GSM3124578,TRAIN,HUMAN
GSM3124682,TRAIN,HUMAN
GSM3124685,TRAIN,HUMAN
GSM3124686,TRAIN,HUMAN
GSM3127594,TRAIN,HUMAN
GSM3127595,TRAIN,HUMAN
GSM3127949,TRAIN,HUMAN
GSM3131585,TRAIN,HUMAN
GSM3131596,TRAIN,HUMAN
GSM3131884,TRAIN,HUMAN
GSM3131937,TRAIN,HUMAN
GSM3131965,TRAIN,HUMAN
GSM3131986,TRAIN,HUMAN
GSM3132712,TRAIN,HUMAN
GSM3133229,TRAIN,HUMAN
GSM3137540,TRAIN,HUMAN
GSM3137562,TRAIN,HUMAN
GSM3138398,TRAIN,HUMAN
GSM3138402,TRAIN,HUMAN
GSM3139689,TRAIN,HUMAN
GSM3140551,TRAIN,HUMAN
GSM3142013,TRAIN,HUMAN
GSM3142973,TRAIN,HUMAN
GSM3144938,TRAIN,HUMAN
GSM3145015,TRAIN,HUMAN
GSM3145085,TRAIN,HUMAN
GSM3145096,TRAIN,HUMAN
GSM3145184,TRAIN,HUMAN
GSM3145186,TRAIN,HUMAN
GSM3145199,TRAIN,HUMAN
GSM3145362,TRAIN,HUMAN
GSM3145580,TRAIN,HUMAN
GSM3145812,TRAIN,HUMAN
GSM3146361,TRAIN,HUMAN
GSM3146388,TRAIN,HUMAN
GSM3147114,TRAIN,HUMAN
GSM3147398,TRAIN,HUMAN
GSM3148629,TRAIN,HUMAN
GSM3149913,TRAIN,HUMAN
GSM3150209,TRAIN,HUMAN
GSM3150214,TRAIN,HUMAN
GSM3151855,TRAIN,HUMAN
GSM3151857,TRAIN,HUMAN
GSM3151865,TRAIN,HUMAN
GSM3151910,TRAIN,HUMAN
GSM3151921,TRAIN,HUMAN
GSM3153031,TRAIN,HUMAN
GSM3164285,TRAIN,HUMAN
GSM3165168,TRAIN,HUMAN
GSM3165173,TRAIN,HUMAN
GSM3167365,TRAIN,HUMAN
GSM3169456,TRAIN,HUMAN
GSM3172469,TRAIN,HUMAN
GSM3175389,TRAIN,HUMAN
GSM3175584,TRAIN,HUMAN
GSM3175995,TRAIN,HUMAN
GSM3176001,TRAIN,HUMAN
GSM3176058,TRAIN,HUMAN
GSM3176581,TRAIN,HUMAN
GSM3177120,TRAIN,HUMAN
GSM3177206,TRAIN,HUMAN
GSM3177427,TRAIN,HUMAN
GSM3177990,TRAIN,HUMAN
GSM3178415,TRAIN,HUMAN
GSM3178695,TRAIN,HUMAN
GSM3178820,TRAIN,HUMAN
GSM3179213,TRAIN,HUMAN
GSM3179225,TRAIN,HUMAN
GSM3181754,TRAIN,HUMAN
GSM3184349,TRAIN,HUMAN
GSM3186685,TRAIN,HUMAN
GSM3186689,TRAIN,HUMAN
GSM3186734,TRAIN,HUMAN
GSM3186851,TRAIN,HUMAN
GSM3188431,TRAIN,HUMAN
GSM3188530,TRAIN,HUMAN
GSM3189159,TRAIN,HUMAN
GSM3189231,TRAIN,HUMAN
GSM3189263,TRAIN,HUMAN
GSM3189315,TRAIN,HUMAN
GSM3189396,TRAIN,HUMAN
GSM3189424,TRAIN,HUMAN
GSM3189432,TRAIN,HUMAN
GSM3189442,TRAIN,HUMAN
GSM3190038,TRAIN,HUMAN
GSM3190059,TRAIN,HUMAN
GSM3190349,TRAIN,HUMAN
GSM3190470,TRAIN,HUMAN
GSM3190479,TRAIN,HUMAN
GSM3190583,TRAIN,HUMAN
GSM3190683,TRAIN,HUMAN
GSM3190836,TRAIN,HUMAN
GSM3190873,TRAIN,HUMAN
GSM3190981,TRAIN,HUMAN
GSM3191195,TRAIN,HUMAN
GSM3191204,TRAIN,HUMAN
GSM3191224,TRAIN,HUMAN
GSM3191248,TRAIN,HUMAN
GSM3191305,TRAIN,HUMAN
GSM3191463,TRAIN,HUMAN
GSM3191472,TRAIN,HUMAN
GSM3191565,TRAIN,HUMAN
GSM3192001,TRAIN,HUMAN
GSM3192250,TRAIN,HUMAN
GSM3192419,TRAIN,HUMAN
GSM3192680,TRAIN,HUMAN
GSM3195606,TRAIN,HUMAN
GSM3204344,TRAIN,HUMAN
GSM3206522,TRAIN,HUMAN
GSM3206529,TRAIN,HUMAN
GSM3206531,TRAIN,HUMAN
GSM3206626,TRAIN,HUMAN
GSM3206696,TRAIN,HUMAN
GSM3206769,TRAIN,HUMAN
GSM3206773,TRAIN,HUMAN
GSM3206815,TRAIN,HUMAN
GSM3206888,TRAIN,HUMAN
GSM3206903,TRAIN,HUMAN
GSM3206911,TRAIN,HUMAN
GSM3208696,TRAIN,HUMAN
GSM3211176,TRAIN,HUMAN
GSM3212775,TRAIN,HUMAN
GSM3212917,TRAIN,HUMAN
GSM3212943,TRAIN,HUMAN
GSM3219599,TRAIN,HUMAN
GSM3223221,TRAIN,HUMAN
GSM3223409,TRAIN,HUMAN
GSM3231140,TRAIN,HUMAN
GSM3231618,TRAIN,HUMAN
GSM3240841,TRAIN,HUMAN
GSM3242808,TRAIN,HUMAN
GSM3243042,TRAIN,HUMAN
GSM3243852,TRAIN,HUMAN
GSM3243903,TRAIN,HUMAN
GSM3244071,TRAIN,HUMAN
GSM3244085,TRAIN,HUMAN
GSM3244199,TRAIN,HUMAN
GSM3258603,TRAIN,HUMAN
GSM3258612,TRAIN,HUMAN
GSM3259567,TRAIN,HUMAN
GSM3259754,TRAIN,HUMAN
GSM3261859,TRAIN,HUMAN
GSM3262222,TRAIN,HUMAN
GSM3262234,TRAIN,HUMAN
GSM3262279,TRAIN,HUMAN
GSM3264374,TRAIN,HUMAN
GSM3264700,TRAIN,HUMAN
GSM3264705,TRAIN,HUMAN
GSM3265058,TRAIN,HUMAN
GSM3265739,TRAIN,HUMAN
GSM3265742,TRAIN,HUMAN
GSM3267609,TRAIN,HUMAN
GSM3267636,TRAIN,HUMAN
GSM3271269,TRAIN,HUMAN
GSM3271337,TRAIN,HUMAN
GSM3271612,TRAIN,HUMAN
GSM3272153,TRAIN,HUMAN
GSM3272351,TRAIN,HUMAN
GSM3272405,TRAIN,HUMAN
GSM3273239,TRAIN,HUMAN
GSM3273288,TRAIN,HUMAN
GSM3290515,TRAIN,HUMAN
GSM3290559,TRAIN,HUMAN
GSM3290571,TRAIN,HUMAN
GSM3290699,TRAIN,HUMAN
GSM3291094,TRAIN,HUMAN
GSM3291224,TRAIN,HUMAN
GSM3291507,TRAIN,HUMAN
GSM3293634,TRAIN,HUMAN
GSM3294580,TRAIN,HUMAN
GSM3294950,TRAIN,HUMAN
GSM3294991,TRAIN,HUMAN
GSM3294997,TRAIN,HUMAN
GSM3301724,TRAIN,HUMAN
GSM3304251,TRAIN,HUMAN
GSM3305359,TRAIN,HUMAN
GSM3305727,TRAIN,HUMAN
GSM3307521,TRAIN,HUMAN
GSM3307547,TRAIN,HUMAN
GSM3308523,TRAIN,HUMAN
GSM3309632,TRAIN,HUMAN
GSM3310001,TRAIN,HUMAN
GSM3314478,TRAIN,HUMAN
GSM3314941,TRAIN,HUMAN
GSM3315685,TRAIN,HUMAN
GSM3316287,TRAIN,HUMAN
GSM3316337,TRAIN,HUMAN
GSM3316487,TRAIN,HUMAN
GSM3316701,TRAIN,HUMAN
GSM3316812,TRAIN,HUMAN
GSM3317282,TRAIN,HUMAN
GSM3318656,TRAIN,HUMAN
GSM3319633,TRAIN,HUMAN
GSM3319783,TRAIN,HUMAN
GSM3319853,TRAIN,HUMAN
GSM3319887,TRAIN,HUMAN
GSM3323686,TRAIN,HUMAN
GSM3323955,TRAIN,HUMAN
GSM3324050,TRAIN,HUMAN
GSM3324370,TRAIN,HUMAN
GSM3324732,TRAIN,HUMAN
GSM3329983,TRAIN,HUMAN
GSM3329989,TRAIN,HUMAN
GSM3330189,TRAIN,HUMAN
GSM3332203,TRAIN,HUMAN
GSM3333165,TRAIN,HUMAN
GSM3333208,TRAIN,HUMAN
GSM3333209,TRAIN,HUMAN
GSM3336652,TRAIN,HUMAN
GSM3336854,TRAIN,HUMAN
GSM3336906,TRAIN,HUMAN
GSM3346578,TRAIN,HUMAN
GSM3347873,TRAIN,HUMAN
GSM3348206,TRAIN,HUMAN
GSM3349503,TRAIN,HUMAN
GSM3349592,TRAIN,HUMAN
GSM3349617,TRAIN,HUMAN
GSM3351403,TRAIN,HUMAN
GSM3351823,TRAIN,HUMAN
GSM3356416,TRAIN,HUMAN
GSM3357234,TRAIN,HUMAN
GSM3357238,TRAIN,HUMAN
GSM3357265,TRAIN,HUMAN
GSM3357269,TRAIN,HUMAN
GSM3358221,TRAIN,HUMAN
GSM3359626,TRAIN,HUMAN
GSM3360699,TRAIN,HUMAN
GSM3360752,TRAIN,HUMAN
GSM3368693,TRAIN,HUMAN
GSM3368698,TRAIN,HUMAN
GSM3368708,TRAIN,HUMAN
GSM3371588,TRAIN,HUMAN
GSM3373861,TRAIN,HUMAN
GSM3374564,TRAIN,HUMAN
GSM3376389,TRAIN,HUMAN
GSM3377481,TRAIN,HUMAN
GSM3377885,TRAIN,HUMAN
GSM3377894,TRAIN,HUMAN
GSM3378758,TRAIN,HUMAN
GSM3378774,TRAIN,HUMAN
GSM3381186,TRAIN,HUMAN
GSM3382049,TRAIN,HUMAN
GSM3382068,TRAIN,HUMAN
GSM3383902,TRAIN,HUMAN
GSM3384822,TRAIN,HUMAN
GSM3385868,TRAIN,HUMAN
GSM3386928,TRAIN,HUMAN
GSM3387239,TRAIN,HUMAN
GSM3388254,TRAIN,HUMAN
GSM3388274,TRAIN,HUMAN
GSM3388321,TRAIN,HUMAN
GSM3388337,TRAIN,HUMAN
GSM3389362,TRAIN,HUMAN
GSM3393248,TRAIN,HUMAN
GSM3393264,TRAIN,HUMAN
GSM3393763,TRAIN,HUMAN
GSM3393774,TRAIN,HUMAN
GSM3393787,TRAIN,HUMAN
GSM3395263,TRAIN,HUMAN
GSM3396116,TRAIN,HUMAN
GSM3396240,TRAIN,HUMAN
GSM3397430,TRAIN,HUMAN
GSM3398389,TRAIN,HUMAN
GSM3399760,TRAIN,HUMAN
GSM3401894,TRAIN,HUMAN
GSM3401927,TRAIN,HUMAN
GSM3405500,TRAIN,HUMAN
GSM3405548,TRAIN,HUMAN
GSM3405574,TRAIN,HUMAN
GSM3405808,TRAIN,HUMAN
GSM3405962,TRAIN,HUMAN
GSM3406908,TRAIN,HUMAN
GSM3408333,TRAIN,HUMAN
GSM3408349,TRAIN,HUMAN
GSM3408990,TRAIN,HUMAN
GSM3410002,TRAIN,HUMAN
GSM3414815,TRAIN,HUMAN
GSM3415641,TRAIN,HUMAN
GSM3415782,TRAIN,HUMAN
GSM3415812,TRAIN,HUMAN
GSM3415814,TRAIN,HUMAN
GSM3415862,TRAIN,HUMAN
GSM3415867,TRAIN,HUMAN
GSM3415872,TRAIN,HUMAN
GSM3416087,TRAIN,HUMAN
GSM3416131,TRAIN,HUMAN
GSM3416369,TRAIN,HUMAN
GSM3416611,TRAIN,HUMAN
GSM3417006,TRAIN,HUMAN
GSM3417066,TRAIN,HUMAN
GSM3417073,TRAIN,HUMAN
GSM3417277,TRAIN,HUMAN
GSM3417897,TRAIN,HUMAN
GSM3417909,TRAIN,HUMAN
GSM3418247,TRAIN,HUMAN
GSM3420729,TRAIN,HUMAN
GSM3420903,TRAIN,HUMAN
GSM3421201,TRAIN,HUMAN
GSM3421232,TRAIN,HUMAN
GSM3423946,TRAIN,HUMAN
GSM3423976,TRAIN,HUMAN
GSM3423981,TRAIN,HUMAN
GSM3424057,TRAIN,HUMAN
GSM3426204,TRAIN,HUMAN
GSM3426219,TRAIN,HUMAN
GSM3426272,TRAIN,HUMAN
GSM3426279,TRAIN,HUMAN
GSM3426280,TRAIN,HUMAN
GSM3431146,TRAIN,HUMAN
GSM3431351,TRAIN,HUMAN
GSM3432243,TRAIN,HUMAN
GSM3433498,TRAIN,HUMAN
GSM3436620,TRAIN,HUMAN
GSM3436901,TRAIN,HUMAN
GSM3436909,TRAIN,HUMAN
GSM3437067,TRAIN,HUMAN
GSM3437274,TRAIN,HUMAN
GSM3437283,TRAIN,HUMAN
GSM3437326,TRAIN,HUMAN
GSM3437368,TRAIN,HUMAN
GSM3437497,TRAIN,HUMAN
GSM3437500,TRAIN,HUMAN
GSM3437632,TRAIN,HUMAN
GSM3437687,TRAIN,HUMAN
GSM3437689,TRAIN,HUMAN
GSM3437723,TRAIN,HUMAN
GSM3437775,TRAIN,HUMAN
GSM3437911,TRAIN,HUMAN
GSM3437976,TRAIN,HUMAN
GSM3440232,TRAIN,HUMAN
GSM3443142,TRAIN,HUMAN
GSM3443193,TRAIN,HUMAN
GSM3444903,TRAIN,HUMAN
GSM3445680,TRAIN,HUMAN
GSM3447519,TRAIN,HUMAN
GSM3447813,TRAIN,HUMAN
GSM3449196,TRAIN,HUMAN
GSM3449203,TRAIN,HUMAN
GSM3449756,TRAIN,HUMAN
GSM3450408,TRAIN,HUMAN
GSM3450593,TRAIN,HUMAN
GSM3452829,TRAIN,HUMAN
GSM3453523,TRAIN,HUMAN
GSM3453525,TRAIN,HUMAN
GSM3453923,TRAIN,HUMAN
GSM3454245,TRAIN,HUMAN
GSM3454476,TRAIN,HUMAN
GSM3454486,TRAIN,HUMAN
GSM3454535,TRAIN,HUMAN
GSM3454787,TRAIN,HUMAN
GSM3457188,TRAIN,HUMAN
GSM3457199,TRAIN,HUMAN
GSM3463198,TRAIN,HUMAN
GSM3464211,TRAIN,HUMAN
GSM3464344,TRAIN,HUMAN
GSM3464345,TRAIN,HUMAN
GSM3464355,TRAIN,HUMAN
GSM3464372,TRAIN,HUMAN
GSM3465090,TRAIN,HUMAN
GSM3465102,TRAIN,HUMAN
GSM3465120,TRAIN,HUMAN
GSM3465249,TRAIN,HUMAN
GSM3465256,TRAIN,HUMAN
GSM3465349,TRAIN,HUMAN
GSM3465355,TRAIN,HUMAN
GSM3465373,TRAIN,HUMAN
GSM3465392,TRAIN,HUMAN
GSM3465458,TRAIN,HUMAN
GSM3465548,TRAIN,HUMAN
GSM3465680,TRAIN,HUMAN
GSM3466256,TRAIN,HUMAN
GSM3474017,TRAIN,HUMAN
GSM3478725,TRAIN,HUMAN
GSM3478730,TRAIN,HUMAN
GSM3478759,TRAIN,HUMAN
GSM3478928,TRAIN,HUMAN
GSM3483817,TRAIN,HUMAN
GSM3484253,TRAIN,HUMAN
GSM3484350,TRAIN,HUMAN
GSM3484424,TRAIN,HUMAN
GSM3488664,TRAIN,HUMAN
GSM3488671,TRAIN,HUMAN
GSM3489322,TRAIN,HUMAN
GSM3490757,TRAIN,HUMAN
GSM3490760,TRAIN,HUMAN
GSM3490790,TRAIN,HUMAN
GSM3494453,TRAIN,HUMAN
GSM3494581,TRAIN,HUMAN
GSM3494837,TRAIN,HUMAN
GSM3495150,TRAIN,HUMAN
GSM3495926,TRAIN,HUMAN
GSM3496106,TRAIN,HUMAN
GSM3499248,TRAIN,HUMAN
GSM3499288,TRAIN,HUMAN
GSM3501929,TRAIN,HUMAN
GSM3501936,TRAIN,HUMAN
GSM3502089,TRAIN,HUMAN
GSM3504462,TRAIN,HUMAN
GSM3504570,TRAIN,HUMAN
GSM3504644,TRAIN,HUMAN
GSM3505032,TRAIN,HUMAN
GSM3505518,TRAIN,HUMAN
GSM3505558,TRAIN,HUMAN
GSM3506101,TRAIN,HUMAN
GSM3507217,TRAIN,HUMAN
GSM3507844,TRAIN,HUMAN
GSM3508510,TRAIN,HUMAN
GSM3508651,TRAIN,HUMAN
GSM3508719,TRAIN,HUMAN
GSM3509094,TRAIN,HUMAN
GSM3509139,TRAIN,HUMAN
GSM3510876,TRAIN,HUMAN
GSM3511008,TRAIN,HUMAN
GSM3511806,TRAIN,HUMAN
GSM3511967,TRAIN,HUMAN
GSM3514524,TRAIN,HUMAN
GSM3516704,TRAIN,HUMAN
GSM3518008,TRAIN,HUMAN
GSM3520178,TRAIN,HUMAN
GSM3521673,TRAIN,HUMAN
GSM3523755,TRAIN,HUMAN
GSM3527027,TRAIN,HUMAN
GSM3527054,TRAIN,HUMAN
GSM3527083,TRAIN,HUMAN
GSM3527154,TRAIN,HUMAN
GSM3527190,TRAIN,HUMAN
GSM3527241,TRAIN,HUMAN
GSM3527280,TRAIN,HUMAN
GSM3529184,TRAIN,HUMAN
GSM3529215,TRAIN,HUMAN
GSM3529344,TRAIN,HUMAN
GSM3529408,TRAIN,HUMAN
GSM3529823,TRAIN,HUMAN
GSM3529826,TRAIN,HUMAN
GSM3530752,TRAIN,HUMAN
GSM3531692,TRAIN,HUMAN
GSM3531714,TRAIN,HUMAN
GSM3531722,TRAIN,HUMAN
GSM3531735,TRAIN,HUMAN
GSM3531834,TRAIN,HUMAN
GSM3531884,TRAIN,HUMAN
GSM3531991,TRAIN,HUMAN
GSM3532001,TRAIN,HUMAN
GSM3532078,TRAIN,HUMAN
GSM3532964,TRAIN,HUMAN
GSM3533233,TRAIN,HUMAN
GSM3533307,TRAIN,HUMAN
GSM3533403,TRAIN,HUMAN
GSM3534139,TRAIN,HUMAN
GSM3534221,TRAIN,HUMAN
