geo_accession,split,species
GSM3388878,TRAIN,MOUSE
GSM3388903,TRAIN,MOUSE
GSM3388999,TRAIN,MOUSE
GSM3389110,TRAIN,MOUSE
GSM3389164,TRAIN,MOUSE
GSM3389219,TRAIN,MOUSE
GSM3389298,TRAIN,MOUSE
GSM3389315,TRAIN,MOUSE
GSM3391701,TRAIN,MOUSE
GSM3391949,TRAIN,MOUSE
GSM3391968,TRAIN,MOUSE
GSM3391996,TRAIN,MOUSE
GSM3392996,TRAIN,MOUSE
GSM3396015,TRAIN,MOUSE
GSM3396951,TRAIN,MOUSE
GSM3397229,TRAIN,MOUSE
GSM3397256,TRAIN,MOUSE
GSM3397538,TRAIN,MOUSE
GSM3398441,TRAIN,MOUSE
GSM3398550,TRAIN,MOUSE
GSM3399163,TRAIN,MOUSE
GSM3399189,TRAIN,MOUSE
GSM3399200,TRAIN,MOUSE
GSM3399244,TRAIN,MOUSE
GSM3399343,TRAIN,MOUSE
GSM3399534,TRAIN,MOUSE
GSM3401254,TRAIN,MOUSE
GSM3401371,TRAIN,MOUSE
GSM3401443,TRAIN,MOUSE
GSM3403450,TRAIN,MOUSE
GSM3403537,TRAIN,MOUSE
GSM3407045,TRAIN,MOUSE
GSM3407093,TRAIN,MOUSE
GSM3408309,TRAIN,MOUSE
GSM3408788,TRAIN,MOUSE
GSM3414699,TRAIN,MOUSE
GSM3414895,TRAIN,MOUSE
GSM3414902,TRAIN,MOUSE
GSM3416189,TRAIN,MOUSE
GSM3416211,TRAIN,MOUSE
GSM3416214,TRAIN,MOUSE
GSM3416216,TRAIN,MOUSE
GSM3416294,TRAIN,MOUSE
GSM3416337,TRAIN,MOUSE
GSM3417528,TRAIN,MOUSE
GSM3421869,TRAIN,MOUSE
GSM3421937,TRAIN,MOUSE
GSM3422525,TRAIN,MOUSE
GSM3422694,TRAIN,MOUSE
GSM3422705,TRAIN,MOUSE
GSM3422770,TRAIN,MOUSE
GSM3422812,TRAIN,MOUSE
GSM3422818,TRAIN,MOUSE
GSM3422848,TRAIN,MOUSE
GSM3423588,TRAIN,MOUSE
GSM3425016,TRAIN,MOUSE
GSM3425835,TRAIN,MOUSE
GSM3426497,TRAIN,MOUSE
GSM3426500,TRAIN,MOUSE
GSM3427471,TRAIN,MOUSE
GSM3427582,TRAIN,MOUSE
GSM3427749,TRAIN,MOUSE
GSM3428838,TRAIN,MOUSE
GSM3428853,TRAIN,MOUSE
GSM3428880,TRAIN,MOUSE
GSM3430728,TRAIN,MOUSE
GSM3430835,TRAIN,MOUSE
GSM3430847,TRAIN,MOUSE
GSM3430904,TRAIN,MOUSE
GSM3431271,TRAIN,MOUSE
GSM3431553,TRAIN,MOUSE
GSM3431573,TRAIN,MOUSE
GSM3431577,TRAIN,MOUSE
GSM3431607,TRAIN,MOUSE
GSM3431678,TRAIN,MOUSE
GSM3432392,TRAIN,MOUSE
GSM3432505,TRAIN,MOUSE
GSM3432513,TRAIN,MOUSE
GSM3434711,TRAIN,MOUSE
GSM3435456,TRAIN,MOUSE
GSM3436690,TRAIN,MOUSE
GSM3436707,TRAIN,MOUSE
GSM3436876,TRAIN,MOUSE
GSM3437036,TRAIN,MOUSE
GSM3437040,TRAIN,MOUSE
GSM3438073,TRAIN,MOUSE
GSM3442043,TRAIN,MOUSE
GSM3443297,TRAIN,MOUSE
GSM3445030,TRAIN,MOUSE
GSM3445031,TRAIN,MOUSE
GSM3445528,TRAIN,MOUSE
GSM3445537,TRAIN,MOUSE
GSM3445919,TRAIN,MOUSE
GSM3446049,TRAIN,MOUSE
GSM3447606,TRAIN,MOUSE
GSM3448099,TRAIN,MOUSE
GSM3449798,TRAIN,MOUSE
GSM3452863,TRAIN,MOUSE
GSM3453658,TRAIN,MOUSE
GSM3453674,TRAIN,MOUSE
GSM3454215,TRAIN,MOUSE
GSM3454540,TRAIN,MOUSE
GSM3454543,TRAIN,MOUSE
GSM3454560,TRAIN,MOUSE
GSM3454771,TRAIN,MOUSE
GSM3454904,TRAIN,MOUSE
GSM3454907,TRAIN,MOUSE
GSM3454921,TRAIN,MOUSE
GSM3454945,TRAIN,MOUSE
GSM3457020,TRAIN,MOUSE
GSM3457306,TRAIN,MOUSE
GSM3462724,TRAIN,MOUSE
GSM3462896,TRAIN,MOUSE
GSM3463520,TRAIN,MOUSE
GSM3463529,TRAIN,MOUSE
GSM3463531,TRAIN,MOUSE
GSM3463535,TRAIN,MOUSE
GSM3464402,TRAIN,MOUSE
GSM3466851,TRAIN,MOUSE
GSM3467281,TRAIN,MOUSE
GSM3473566,TRAIN,MOUSE
GSM3473584,TRAIN,MOUSE
GSM3477360,TRAIN,MOUSE
GSM3477377,TRAIN,MOUSE
GSM3477534,TRAIN,MOUSE
GSM3484468,TRAIN,MOUSE
GSM3484725,TRAIN,MOUSE
GSM3484838,TRAIN,MOUSE
GSM3484868,TRAIN,MOUSE
GSM3484887,TRAIN,MOUSE
GSM3485489,TRAIN,MOUSE
GSM3487486,TRAIN,MOUSE
GSM3487490,TRAIN,MOUSE
GSM3487919,TRAIN,MOUSE
GSM3487922,TRAIN,MOUSE
GSM3488226,TRAIN,MOUSE
GSM3488238,TRAIN,MOUSE
GSM3489081,TRAIN,MOUSE
GSM3493320,TRAIN,MOUSE
GSM3494175,TRAIN,MOUSE
GSM3494358,TRAIN,MOUSE
GSM3494365,TRAIN,MOUSE
GSM3495996,TRAIN,MOUSE
GSM3495997,TRAIN,MOUSE
GSM3496256,TRAIN,MOUSE
GSM3497885,TRAIN,MOUSE
GSM3497889,TRAIN,MOUSE
GSM3497918,TRAIN,MOUSE
GSM3498088,TRAIN,MOUSE
GSM3500517,TRAIN,MOUSE
GSM3500902,TRAIN,MOUSE
GSM3501501,TRAIN,MOUSE
GSM3501915,TRAIN,MOUSE
GSM3502889,TRAIN,MOUSE
GSM3502936,TRAIN,MOUSE
GSM3503013,TRAIN,MOUSE
GSM3503037,TRAIN,MOUSE
GSM3504517,TRAIN,MOUSE
GSM3504972,TRAIN,MOUSE
GSM3505623,TRAIN,MOUSE
GSM3505725,TRAIN,MOUSE
GSM3507586,TRAIN,MOUSE
GSM3508462,TRAIN,MOUSE
GSM3508622,TRAIN,MOUSE
GSM3508789,TRAIN,MOUSE
GSM3508941,TRAIN,MOUSE
GSM3508970,TRAIN,MOUSE
GSM3509279,TRAIN,MOUSE
GSM3510482,TRAIN,MOUSE
GSM3510974,TRAIN,MOUSE
GSM3511137,TRAIN,MOUSE
GSM3511153,TRAIN,MOUSE
GSM3512230,TRAIN,MOUSE
GSM3514287,TRAIN,MOUSE
GSM3514300,TRAIN,MOUSE
GSM3514370,TRAIN,MOUSE
GSM3515095,TRAIN,MOUSE
GSM3515160,TRAIN,MOUSE
GSM3515216,TRAIN,MOUSE
GSM3516777,TRAIN,MOUSE
GSM3517804,TRAIN,MOUSE
GSM3517839,TRAIN,MOUSE
GSM3518625,TRAIN,MOUSE
GSM3518938,TRAIN,MOUSE
GSM3519711,TRAIN,MOUSE
GSM3519934,TRAIN,MOUSE
GSM3521147,TRAIN,MOUSE
GSM3521225,TRAIN,MOUSE
GSM3521477,TRAIN,MOUSE
GSM3521692,TRAIN,MOUSE
GSM3523323,TRAIN,MOUSE
GSM3526330,TRAIN,MOUSE
GSM3528173,TRAIN,MOUSE
GSM3528421,TRAIN,MOUSE
GSM3528510,TRAIN,MOUSE
GSM3528577,TRAIN,MOUSE
GSM3529095,TRAIN,MOUSE
GSM3529115,TRAIN,MOUSE
GSM3530523,TRAIN,MOUSE
GSM3530545,TRAIN,MOUSE
GSM3533420,TRAIN,MOUSE
GSM3534528,TRAIN,MOUSE
GSM3536211,TRAIN,MOUSE
GSM3536556,TRAIN,MOUSE
GSM3538370,TRAIN,MOUSE
GSM3543516,TRAIN,MOUSE
GSM3544172,TRAIN,MOUSE
GSM3544173,TRAIN,MOUSE
GSM3544239,TRAIN,MOUSE
GSM3544628,TRAIN,MOUSE
GSM3552964,TRAIN,MOUSE
GSM3553659,TRAIN,MOUSE
GSM3555667,TRAIN,MOUSE
GSM3557011,TRAIN,MOUSE
GSM3557019,TRAIN,MOUSE
GSM3557693,TRAIN,MOUSE
GSM3559392,TRAIN,MOUSE
GSM3559404,TRAIN,MOUSE
GSM3559435,TRAIN,MOUSE
GSM3559576,TRAIN,MOUSE
GSM3559599,TRAIN,MOUSE
GSM3560009,TRAIN,MOUSE
GSM3560836,TRAIN,MOUSE
GSM3561142,TRAIN,MOUSE
GSM3561178,TRAIN,MOUSE
GSM3561409,TRAIN,MOUSE
GSM3561634,TRAIN,MOUSE
GSM3561700,TRAIN,MOUSE
GSM3561717,TRAIN,MOUSE
GSM3562717,TRAIN,MOUSE
GSM3564221,TRAIN,MOUSE
GSM3564227,TRAIN,MOUSE
GSM3564323,TRAIN,MOUSE
GSM3564406,TRAIN,MOUSE
GSM3564951,TRAIN,MOUSE
GSM3567488,TRAIN,MOUSE
GSM3568601,TRAIN,MOUSE
GSM3569416,TRAIN,MOUSE
GSM3573332,TRAIN,MOUSE
GSM3575113,TRAIN,MOUSE
GSM3576066,TRAIN,MOUSE
GSM3576758,TRAIN,MOUSE
GSM3577076,TRAIN,MOUSE
GSM3577114,TRAIN,MOUSE
GSM3577327,TRAIN,MOUSE
GSM3578057,TRAIN,MOUSE
GSM3578296,TRAIN,MOUSE
GSM3579106,TRAIN,MOUSE
GSM3579288,TRAIN,MOUSE
GSM3580190,TRAIN,MOUSE
GSM3580233,TRAIN,MOUSE
GSM3580539,TRAIN,MOUSE
GSM3581868,TRAIN,MOUSE
GSM3582213,TRAIN,MOUSE
GSM3587602,TRAIN,MOUSE
GSM3587920,TRAIN,MOUSE
GSM3588883,TRAIN,MOUSE
GSM3589641,TRAIN,MOUSE
GSM3589690,TRAIN,MOUSE
GSM3592299,TRAIN,MOUSE
GSM3593569,TRAIN,MOUSE
GSM3595464,TRAIN,MOUSE
GSM3596149,TRAIN,MOUSE
GSM3596163,TRAIN,MOUSE
GSM3596379,TRAIN,MOUSE
GSM3596516,TRAIN,MOUSE
GSM3597323,TRAIN,MOUSE
GSM3597329,TRAIN,MOUSE
GSM3602728,TRAIN,MOUSE
GSM3603172,TRAIN,MOUSE
GSM3604545,TRAIN,MOUSE
GSM3604551,TRAIN,MOUSE
GSM3609691,TRAIN,MOUSE
GSM3610451,TRAIN,MOUSE
GSM3611180,TRAIN,MOUSE
GSM3611353,TRAIN,MOUSE
GSM3612021,TRAIN,MOUSE
GSM3615443,TRAIN,MOUSE
GSM3616043,TRAIN,MOUSE
GSM3616044,TRAIN,MOUSE
GSM3616157,TRAIN,MOUSE
GSM3617927,TRAIN,MOUSE
GSM3618239,TRAIN,MOUSE
GSM3619246,TRAIN,MOUSE
GSM3619257,TRAIN,MOUSE
GSM3629676,TRAIN,MOUSE
GSM3630161,TRAIN,MOUSE
GSM3633051,TRAIN,MOUSE
GSM3633079,TRAIN,MOUSE
GSM3633084,TRAIN,MOUSE
GSM3633145,TRAIN,MOUSE
GSM3635384,TRAIN,MOUSE
GSM3635468,TRAIN,MOUSE
GSM3635834,TRAIN,MOUSE
GSM3636074,TRAIN,MOUSE
GSM3636443,TRAIN,MOUSE
GSM3636458,TRAIN,MOUSE
GSM3636624,TRAIN,MOUSE
GSM3636650,TRAIN,MOUSE
GSM3636654,TRAIN,MOUSE
GSM3636665,TRAIN,MOUSE
GSM3636675,TRAIN,MOUSE
GSM3636729,TRAIN,MOUSE
GSM3637873,TRAIN,MOUSE
GSM3637924,TRAIN,MOUSE
GSM3637925,TRAIN,MOUSE
GSM3638762,TRAIN,MOUSE
GSM3639580,TRAIN,MOUSE
GSM3656411,TRAIN,MOUSE
GSM3656696,TRAIN,MOUSE
GSM3656714,TRAIN,MOUSE
GSM3656742,TRAIN,MOUSE
GSM3660367,TRAIN,MOUSE
GSM3660932,TRAIN,MOUSE
GSM3660943,TRAIN,MOUSE
GSM3662280,TRAIN,MOUSE
GSM3662284,TRAIN,MOUSE
GSM3664732,TRAIN,MOUSE
GSM3665521,TRAIN,MOUSE
GSM3666238,TRAIN,MOUSE
GSM3666788,TRAIN,MOUSE
GSM3670448,TRAIN,MOUSE
GSM3671002,TRAIN,MOUSE
GSM3671382,TRAIN,MOUSE
GSM3672130,TRAIN,MOUSE
GSM3673203,TRAIN,MOUSE
GSM3676402,TRAIN,MOUSE
GSM3677509,TRAIN,MOUSE
GSM3677513,TRAIN,MOUSE
GSM3679131,TRAIN,MOUSE
GSM3681217,TRAIN,MOUSE
GSM3681222,TRAIN,MOUSE
GSM3681822,TRAIN,MOUSE
GSM3682042,TRAIN,MOUSE
GSM3682045,TRAIN,MOUSE
GSM3682151,TRAIN,MOUSE
GSM3683570,TRAIN,MOUSE
GSM3684034,TRAIN,MOUSE
GSM3684684,TRAIN,MOUSE
GSM3684749,TRAIN,MOUSE
GSM3686843,TRAIN,MOUSE
GSM3688222,TRAIN,MOUSE
GSM3688322,TRAIN,MOUSE
GSM3689488,TRAIN,MOUSE
GSM3690610,TRAIN,MOUSE
GSM3690883,TRAIN,MOUSE
GSM3692099,TRAIN,MOUSE
GSM3692338,TRAIN,MOUSE
GSM3701200,TRAIN,MOUSE
GSM3701217,TRAIN,MOUSE
GSM3701242,TRAIN,MOUSE
GSM3701243,TRAIN,MOUSE
GSM3701983,TRAIN,MOUSE
GSM3702094,TRAIN,MOUSE
GSM3702107,TRAIN,MOUSE
GSM3702434,TRAIN,MOUSE
GSM3702437,TRAIN,MOUSE
GSM3702469,TRAIN,MOUSE
GSM3702815,TRAIN,MOUSE
GSM3702823,TRAIN,MOUSE
GSM3703407,TRAIN,MOUSE
GSM3703615,TRAIN,MOUSE
GSM3704349,TRAIN,MOUSE
GSM3704416,TRAIN,MOUSE
GSM3711424,TRAIN,MOUSE
GSM3711427,TRAIN,MOUSE
GSM3711887,TRAIN,MOUSE
GSM3712155,TRAIN,MOUSE
GSM3712189,TRAIN,MOUSE
GSM3712539,TRAIN,MOUSE
GSM3713023,TRAIN,MOUSE
GSM3713817,TRAIN,MOUSE
GSM3713834,TRAIN,MOUSE
GSM3714411,TRAIN,MOUSE
GSM3714413,TRAIN,MOUSE
GSM3714716,TRAIN,MOUSE
GSM3714760,TRAIN,MOUSE
GSM3714765,TRAIN,MOUSE
GSM3715013,TRAIN,MOUSE
GSM3715057,TRAIN,MOUSE
GSM3717176,TRAIN,MOUSE
GSM3717294,TRAIN,MOUSE
GSM3717361,TRAIN,MOUSE
GSM3717406,TRAIN,MOUSE
GSM3717654,TRAIN,MOUSE
GSM3720097,TRAIN,MOUSE
GSM3720100,TRAIN,MOUSE
GSM3720860,TRAIN,MOUSE
GSM3720986,TRAIN,MOUSE
GSM3720989,TRAIN,MOUSE
GSM3721019,TRAIN,MOUSE
GSM3721078,TRAIN,MOUSE
GSM3721085,TRAIN,MOUSE
GSM3721086,TRAIN,MOUSE
GSM3721096,TRAIN,MOUSE
GSM3722232,TRAIN,MOUSE
GSM3723038,TRAIN,MOUSE
GSM3723383,TRAIN,MOUSE
GSM3723938,TRAIN,MOUSE
GSM3724537,TRAIN,MOUSE
GSM3724559,TRAIN,MOUSE
GSM3724570,TRAIN,MOUSE
GSM3729322,TRAIN,MOUSE
GSM3731081,TRAIN,MOUSE
GSM3732312,TRAIN,MOUSE
GSM3733295,TRAIN,MOUSE
GSM3733436,TRAIN,MOUSE
GSM3733512,TRAIN,MOUSE
GSM3733808,TRAIN,MOUSE
GSM3734049,TRAIN,MOUSE
GSM3734527,TRAIN,MOUSE
GSM3734571,TRAIN,MOUSE
GSM3734701,TRAIN,MOUSE
GSM3735533,TRAIN,MOUSE
GSM3736068,TRAIN,MOUSE
GSM3736136,TRAIN,MOUSE
GSM3737420,TRAIN,MOUSE
GSM3738132,TRAIN,MOUSE
GSM3738382,TRAIN,MOUSE
GSM3738699,TRAIN,MOUSE
GSM3739264,TRAIN,MOUSE
GSM3739292,TRAIN,MOUSE
GSM3740793,TRAIN,MOUSE
GSM3741506,TRAIN,MOUSE
GSM3741642,TRAIN,MOUSE
GSM3744831,TRAIN,MOUSE
GSM3744847,TRAIN,MOUSE
GSM3745063,TRAIN,MOUSE
GSM3745146,TRAIN,MOUSE
GSM3745162,TRAIN,MOUSE
GSM3745164,TRAIN,MOUSE
GSM3745184,TRAIN,MOUSE
GSM3745203,TRAIN,MOUSE
GSM3747580,TRAIN,MOUSE
GSM3747818,TRAIN,MOUSE
GSM3748034,TRAIN,MOUSE
GSM3754390,TRAIN,MOUSE
GSM3754664,TRAIN,MOUSE
GSM3754690,TRAIN,MOUSE
GSM3755282,TRAIN,MOUSE
GSM3755894,TRAIN,MOUSE
GSM3755933,TRAIN,MOUSE
GSM3758184,TRAIN,MOUSE
GSM3758286,TRAIN,MOUSE
GSM3760139,TRAIN,MOUSE
GSM3763061,TRAIN,MOUSE
GSM3764628,TRAIN,MOUSE
GSM3764643,TRAIN,MOUSE
GSM3764905,TRAIN,MOUSE
GSM3765092,TRAIN,MOUSE
GSM3765095,TRAIN,MOUSE
GSM3767579,TRAIN,MOUSE
GSM3768039,TRAIN,MOUSE
GSM3779672,TRAIN,MOUSE
GSM3780870,TRAIN,MOUSE
GSM3781604,TRAIN,MOUSE
GSM3787202,TRAIN,MOUSE
GSM3787205,TRAIN,MOUSE
GSM3788487,TRAIN,MOUSE
GSM3788490,TRAIN,MOUSE
GSM3790793,TRAIN,MOUSE
GSM3790795,TRAIN,MOUSE
GSM3791487,TRAIN,MOUSE
GSM3791842,TRAIN,MOUSE
GSM3791940,TRAIN,MOUSE
GSM3791977,TRAIN,MOUSE
GSM3813506,TRAIN,MOUSE
GSM3813921,TRAIN,MOUSE
GSM3814560,TRAIN,MOUSE
GSM3815124,TRAIN,MOUSE
GSM3817379,TRAIN,MOUSE
GSM3822282,TRAIN,MOUSE
GSM3823711,TRAIN,MOUSE
GSM3823820,TRAIN,MOUSE
GSM3825546,TRAIN,MOUSE
GSM3825599,TRAIN,MOUSE
GSM3828617,TRAIN,MOUSE
GSM3831333,TRAIN,MOUSE
GSM3832745,TRAIN,MOUSE
GSM3834147,TRAIN,MOUSE
GSM3834310,TRAIN,MOUSE
GSM3834568,TRAIN,MOUSE
GSM3834600,TRAIN,MOUSE
GSM3842205,TRAIN,MOUSE
GSM3845527,TRAIN,MOUSE
GSM3845528,TRAIN,MOUSE
GSM3851968,TRAIN,MOUSE
GSM3852194,TRAIN,MOUSE
GSM3852236,TRAIN,MOUSE
GSM3854978,TRAIN,MOUSE
GSM3855264,TRAIN,MOUSE
GSM3855698,TRAIN,MOUSE
GSM3855706,TRAIN,MOUSE
GSM3860655,TRAIN,MOUSE
GSM3863941,TRAIN,MOUSE
GSM3864052,TRAIN,MOUSE
GSM3864134,TRAIN,MOUSE
GSM3869976,TRAIN,MOUSE
GSM3872397,TRAIN,MOUSE
GSM3872411,TRAIN,MOUSE
GSM3872424,TRAIN,MOUSE
GSM3874578,TRAIN,MOUSE
GSM3874654,TRAIN,MOUSE
GSM3875349,TRAIN,MOUSE
GSM3883409,TRAIN,MOUSE
GSM3883436,TRAIN,MOUSE
GSM3884924,TRAIN,MOUSE
GSM3885117,TRAIN,MOUSE
GSM3885165,TRAIN,MOUSE
GSM3889261,TRAIN,MOUSE
GSM3889284,TRAIN,MOUSE
GSM3889330,TRAIN,MOUSE
GSM3890696,TRAIN,MOUSE
GSM3891056,TRAIN,MOUSE
GSM3891095,TRAIN,MOUSE
GSM3891170,TRAIN,MOUSE
GSM3891483,TRAIN,MOUSE
GSM3891486,TRAIN,MOUSE
GSM3891707,TRAIN,MOUSE
GSM3891740,TRAIN,MOUSE
GSM3891743,TRAIN,MOUSE
GSM3892336,TRAIN,MOUSE
GSM3892362,TRAIN,MOUSE
GSM3892828,TRAIN,MOUSE
GSM3893134,TRAIN,MOUSE
GSM3895357,TRAIN,MOUSE
GSM3895383,TRAIN,MOUSE
GSM3895448,TRAIN,MOUSE
GSM3895518,TRAIN,MOUSE
GSM3895534,TRAIN,MOUSE
GSM3895588,TRAIN,MOUSE
GSM3895663,TRAIN,MOUSE
GSM3895904,TRAIN,MOUSE
GSM3896251,TRAIN,MOUSE
GSM3896442,TRAIN,MOUSE
GSM3897770,TRAIN,MOUSE
GSM3897875,TRAIN,MOUSE
GSM3898933,TRAIN,MOUSE
GSM3898935,TRAIN,MOUSE
GSM3898977,TRAIN,MOUSE
GSM3899103,TRAIN,MOUSE
GSM3899479,TRAIN,MOUSE
GSM3899724,TRAIN,MOUSE
GSM3899918,TRAIN,MOUSE
GSM3900264,TRAIN,MOUSE
GSM3900552,TRAIN,MOUSE
GSM3900592,TRAIN,MOUSE
GSM3901213,TRAIN,MOUSE
GSM3902360,TRAIN,MOUSE
GSM3902365,TRAIN,MOUSE
GSM3903937,TRAIN,MOUSE
GSM3904132,TRAIN,MOUSE
GSM3905537,TRAIN,MOUSE
GSM3905902,TRAIN,MOUSE
GSM3908260,TRAIN,MOUSE
GSM3909745,TRAIN,MOUSE
GSM3911172,TRAIN,MOUSE
GSM3912506,TRAIN,MOUSE
GSM3912553,TRAIN,MOUSE
GSM3912556,TRAIN,MOUSE
GSM3913290,TRAIN,MOUSE
GSM3913962,TRAIN,MOUSE
GSM3914010,TRAIN,MOUSE
GSM3916309,TRAIN,MOUSE
GSM3916383,TRAIN,MOUSE
GSM3927459,TRAIN,MOUSE
GSM3927716,TRAIN,MOUSE
GSM3927726,TRAIN,MOUSE
GSM3927728,TRAIN,MOUSE
GSM3928126,TRAIN,MOUSE
GSM3928752,TRAIN,MOUSE
GSM3929272,TRAIN,MOUSE
GSM3929273,TRAIN,MOUSE
GSM3929757,TRAIN,MOUSE
GSM3930101,TRAIN,MOUSE
GSM3930164,TRAIN,MOUSE
GSM3930521,TRAIN,MOUSE
GSM3931805,TRAIN,MOUSE
GSM3931833,TRAIN,MOUSE
GSM3931850,TRAIN,MOUSE
GSM3935848,TRAIN,MOUSE
GSM3935886,TRAIN,MOUSE
GSM3936387,TRAIN,MOUSE
GSM3936396,TRAIN,MOUSE
GSM3936435,TRAIN,MOUSE
GSM3936872,TRAIN,MOUSE
GSM3938780,TRAIN,MOUSE
GSM3938828,TRAIN,MOUSE
GSM3940142,TRAIN,MOUSE
GSM3940269,TRAIN,MOUSE
GSM3940303,TRAIN,MOUSE
GSM3940424,TRAIN,MOUSE
GSM3940639,TRAIN,MOUSE
GSM3941263,TRAIN,MOUSE
GSM3941327,TRAIN,MOUSE
GSM3941331,TRAIN,MOUSE
GSM3941574,TRAIN,MOUSE
GSM3942464,TRAIN,MOUSE
GSM3942485,TRAIN,MOUSE
GSM3942501,TRAIN,MOUSE
GSM3942514,TRAIN,MOUSE
GSM3945757,TRAIN,MOUSE
GSM3945758,TRAIN,MOUSE
GSM3948769,TRAIN,MOUSE
GSM3949169,TRAIN,MOUSE
GSM3949177,TRAIN,MOUSE
GSM3960612,TRAIN,MOUSE
GSM3963507,TRAIN,MOUSE
GSM3963566,TRAIN,MOUSE
GSM3963863,TRAIN,MOUSE
GSM3966390,TRAIN,MOUSE
GSM3968713,TRAIN,MOUSE
GSM3976472,TRAIN,MOUSE
GSM3978512,TRAIN,MOUSE
GSM3978514,TRAIN,MOUSE
GSM3978546,TRAIN,MOUSE
GSM3978598,TRAIN,MOUSE
GSM3986082,TRAIN,MOUSE
GSM3986091,TRAIN,MOUSE
GSM3986111,TRAIN,MOUSE
GSM3986126,TRAIN,MOUSE
GSM3989635,TRAIN,MOUSE
GSM4006720,TRAIN,MOUSE
GSM4007223,TRAIN,MOUSE
GSM4007289,TRAIN,MOUSE
GSM4007620,TRAIN,MOUSE
GSM4007731,TRAIN,MOUSE
GSM4008319,TRAIN,MOUSE
GSM4009079,TRAIN,MOUSE
GSM4013360,TRAIN,MOUSE
GSM4015546,TRAIN,MOUSE
GSM4020378,TRAIN,MOUSE
GSM4021897,TRAIN,MOUSE
GSM4026098,TRAIN,MOUSE
GSM4026918,TRAIN,MOUSE
GSM4026942,TRAIN,MOUSE
GSM4030170,TRAIN,MOUSE
GSM4030171,TRAIN,MOUSE
GSM4035074,TRAIN,MOUSE
GSM4035247,TRAIN,MOUSE
GSM4036870,TRAIN,MOUSE
GSM4037009,TRAIN,MOUSE
GSM4037488,TRAIN,MOUSE
GSM4037872,TRAIN,MOUSE
GSM4039391,TRAIN,MOUSE
GSM4039400,TRAIN,MOUSE
GSM4040235,TRAIN,MOUSE
GSM4040641,TRAIN,MOUSE
GSM4041731,TRAIN,MOUSE
GSM4041809,TRAIN,MOUSE
GSM4042958,TRAIN,MOUSE
GSM4043539,TRAIN,MOUSE
GSM4043897,TRAIN,MOUSE
GSM4043914,TRAIN,MOUSE
GSM4043970,TRAIN,MOUSE
GSM4044442,TRAIN,MOUSE
GSM4044452,TRAIN,MOUSE
GSM4047264,TRAIN,MOUSE
GSM4047486,TRAIN,MOUSE
GSM4047497,TRAIN,MOUSE
GSM4047502,TRAIN,MOUSE
GSM4047702,TRAIN,MOUSE
GSM4047852,TRAIN,MOUSE
GSM4048708,TRAIN,MOUSE
GSM4051000,TRAIN,MOUSE
GSM4052300,TRAIN,MOUSE
GSM4053135,TRAIN,MOUSE
GSM4053150,TRAIN,MOUSE
GSM4055134,TRAIN,MOUSE
GSM4055248,TRAIN,MOUSE
GSM4055361,TRAIN,MOUSE
GSM4056043,TRAIN,MOUSE
GSM4056094,TRAIN,MOUSE
GSM4056296,TRAIN,MOUSE
GSM4057913,TRAIN,MOUSE
GSM4057939,TRAIN,MOUSE
GSM4058662,TRAIN,MOUSE
GSM4059313,TRAIN,MOUSE
GSM4059437,TRAIN,MOUSE
GSM4059619,TRAIN,MOUSE
GSM4059697,TRAIN,MOUSE
GSM4063597,TRAIN,MOUSE
GSM4063636,TRAIN,MOUSE
GSM4064131,TRAIN,MOUSE
GSM4064316,TRAIN,MOUSE
GSM4064421,TRAIN,MOUSE
GSM4064428,TRAIN,MOUSE
GSM4065148,TRAIN,MOUSE
GSM4065166,TRAIN,MOUSE
GSM4065759,TRAIN,MOUSE
GSM4065790,TRAIN,MOUSE
GSM4065901,TRAIN,MOUSE
GSM4065936,TRAIN,MOUSE
GSM4066265,TRAIN,MOUSE
GSM4066362,TRAIN,MOUSE
GSM4066499,TRAIN,MOUSE
GSM4066507,TRAIN,MOUSE
GSM4066546,TRAIN,MOUSE
GSM4071980,TRAIN,MOUSE
GSM4072269,TRAIN,MOUSE
GSM4072487,TRAIN,MOUSE
GSM4072957,TRAIN,MOUSE
GSM4072965,TRAIN,MOUSE
GSM4074948,TRAIN,MOUSE
GSM4075163,TRAIN,MOUSE
GSM4075211,TRAIN,MOUSE
GSM4077518,TRAIN,MOUSE
GSM4077602,TRAIN,MOUSE
GSM4077920,TRAIN,MOUSE
GSM4078005,TRAIN,MOUSE
GSM4078012,TRAIN,MOUSE
GSM4078071,TRAIN,MOUSE
GSM4078607,TRAIN,MOUSE
GSM4078687,TRAIN,MOUSE
GSM4079302,TRAIN,MOUSE
GSM4081541,TRAIN,MOUSE
GSM4081712,TRAIN,MOUSE
GSM4082974,TRAIN,MOUSE
GSM4083579,TRAIN,MOUSE
GSM4083582,TRAIN,MOUSE
GSM4083946,TRAIN,MOUSE
GSM4085599,TRAIN,MOUSE
GSM4086369,TRAIN,MOUSE
GSM4086784,TRAIN,MOUSE
GSM4087642,TRAIN,MOUSE
GSM4087795,TRAIN,MOUSE
GSM4094581,TRAIN,MOUSE
GSM4096296,TRAIN,MOUSE
GSM4096730,TRAIN,MOUSE
GSM4096735,TRAIN,MOUSE
GSM4096739,TRAIN,MOUSE
GSM4096891,TRAIN,MOUSE
GSM4099464,TRAIN,MOUSE
GSM4100937,TRAIN,MOUSE
GSM4101390,TRAIN,MOUSE
GSM4101393,TRAIN,MOUSE
